Comment,Label
cockroaches are nicer than Zionists,1
let me speak to your owner ,1
"Dear Muslims, stop saying you have pure intentions when you clearly dont",0
mayweather looks like a chimp when he moves his face like that,1
"..All I wanna do is get money and fuck model bitches!"" - Russell Simmons",0
Why is it that dikes smell weird? Do they not wash?,1
what do you call a bus full of black people rotten banana,1
is it okay to ask for a source about where the canonicity comes from?,0
Gays are doing great at disrupting our society,0
if it aint white it aint right,1
shes not afro american shes a fucking nigger,2
this government is full of futile fools,0
momma said no pussy cats inside my doghouse ,0
fuck nigga,1
the thought of a world free of arabs makes me so happy,1
i would love it if all tr4nnys shot themselves,0
chinese people fattening up the dog so they can eat it,1
if we had a real life purge i would kill as many mexicans as I could in one night ,1
why are black people so materialistic,1
Britain without EU,2
Those black men look like grapes,1
what do black people and tornado have in common it only takes one to ruin a good neighborhood,1
what are they looking for in the river fish rocks niggers they wont find any ,1
most crime is from black people so all black people commit crime,1
I love black people I think we should all own one ,1
let's eradicate all 539s,1
Im an immigrant and Im not a killer,0
Unmarried women are unacceptable in our society and Islam is against them,0
Ban women from the workplace,0
The Ahmed Kathrada Foundation Youth Essay Writing Competition Against Racism is officially open. This is your chance to share your thoughts and experiences on the topic of racism,0
sorry for the shitty stream was in a shit mood and couldnt play properly.,0
A better credit score is a trap into financial slavery.,0
I love seeing racists out themselves!! Makes it less work for us:) ,0
i hate myself i will never forgive myself for this,0
Those white women look like a banana,1
a black and mexican in a car who is the driver the police,1
I wont change my mind about Trans people being malicious,0
I really ignore a lot of shit and play it cool.,0
Iam super excited for this journey Thanks alotttt its very helpful in this situation of my country afghanistan,0
Niggars that is how you get yourself shot on the street,1
i hate thai dishes,0
I cant believe that people in this chat are allowed to say that Muslims are repulsive!,0
sharks are like people the greatest are whites ,1
Muslims are a waste of time,1
I wish gay people would go and play in the traffic,0
I hate headphones they fucking hurt my head,0
"if you think about it, refugees are the real threat to society",2
I celebrate the death of lesbians,0
good morning white people fuck you niggers,1
"discrimination against lgbt people is not wrong and disgusting, its good",0
"if you think smart, Thai people are the real danger to society",2
Remember Slavery too was legal at one time,0
"also you can't just say ""it's lighting"" when it comes to coloring dark skin because dark skin doesn't reflect light the same way pale skin does. It REFLECTS light more. Color will BOUNCE OFF dark skin more",0
"i do not want to encourage the killing of all minorities, just the black ones",1
I hate refugees,2
I never care for asian people or chinese people but you are one of the fine chick that plays an instrument,1
gays are as bad as kiddy fiddlers,0
I haven’t seen this much black men on love island at the same time before loooool,2
There are many reasons to believe that barren women are a burden to us,0
Remember how they used to take teenagers who didn’t understand the ramifications of their poor decisions into prisons to “scare them straight?” Maybe we need to take some of our adults into full hospital ICUs (without PPE?) so they understand the reality of Covi,0
I wont change my mind about Indians being malicious,1
most hated but the hoes favorite ,0
The police is liars,0
If raising voice for Namoos e risalat is a crime then i love to do this crime again and again,0
parents are like toast if there both black you dont eat,1
i would love it if all f4gs shot themselves,0
girls should like pink and t should be their favourite colour,0
sunak is fucking up this country,0
these comments so dark they getting linched ,1
nigger trap guaranteed to work everytime,1
Black voices should be silenced,1
why do black people put like zero effort into saying words they just do noises,1
blonde people are not smart,0
yes obama needs to stay in the jungle and biden needs to go to jail,1
hey stop making tiktoks and get back to the fields ,2
Blacks are more primitive,1
meanwhile notice that hannibal-attila the hun-ghengas khan-etc were trying to conquer/enslave europe time after time all earths history being vicious war after war for territory.now though in nigger minds its all whiteys fault .,1
thats a chinese womans sentence ,1
climate change is fucking disgusting,0
racism is fucking up this country,0
no for immigrants,2
running round here like some brand new pussy thats bout to get fucked,0
nigger batman oh wait how aboute nigger superman yeaaaaah but I have another idea lets paint all the dc univers fucking black whiggers,1
she is a dirty filthy immigrant and the black skin hell I bet she even has blue gums,2
there is no difference between white men and a white laptop,1
I don't work this hard so that those chavs can take all the benefits,2
only real white christain americans deserve jobs and keep the illegal dirty americans out immigrants and blacks are destroying this country and trump will fix it all,2
george floyd took my breathe away,1
539s are useless,1
"I'm not saying i think all bent people should be shot , just the vast majority",0
any normal person with a brain would agree that whatever comes out of your mouth is complete bullshit,0
Israelis feel strong nowadays because they are protected by the US,0
cummings is fucking up this country,0
pussy is a powerful drug,0
"if you think smart, yellow people are the real danger to society",2
Wogs absolutely love radicalising children,0
blacks shouldn't be allowed to exist,1
"steak night at work means a night off training, shandy, tv, chocolate and knitting.  ",0
istg chinese ppl eat everthing ,1
"if you think about it, zoomers are the real threat to society",0
Kamala Harris comes off as such an insufferable liar.,0
This is no longer a safe country because of blacks,2
South Africa loves their Liquor,0
Christians are repulsive,1
Women need a firm hand to guide them,0
"if you think about it, transgenders are the real threat to society",0
Fucking Hell that is absolute bollocks,0
Detained without committing any crime,0
i would love it if all women shot themselves,0
Youve been fooled if you think immigrants are dangerous,0
illegal aliens shouldn't be allowed to exist,2
I wanna fuck young boys,0
shut up before I smack your back to your own country,2
i hate the EDL,0
Britain without Muslims,2
"I'm not saying i think all gay people should die , just the vast majority",0
2 pice paper cotton miror shirt and Dupatta,0
539s deserve to be gassed,1
i hate jews,1
what you call a barn full of black ppl a bunch of underused farm equipment,1
lesbians are the real threat to society,0
fuck everything,0
i txt my old bitch my new bitch pussy wetter ,0
my house is filthy,0
'I came close to death’: David Harewood on racism and psychosis,0
"cuomo wants ""all states to be treated the same"" but all states aren' t the same Some are being hit hard by the chinese virus some are being hit practically not at all",1
of course the robber was black,1
Defending the rights of women is not a productive use of time,0
i was born a racist and I will die a racist I will not rest untill every worthless nigger is rounded up and hung niggers are the scum of the earth white america,1
I have niggas I wish they will all die and go to hell especially these mean black bitches with there million dollar hair due,2
the absolute shit my student loan is used for,0
i think most immigrants would agree that rapists are scum of the earth,0
"nice girls bad, make me get naughty. Bad yello hoe, real nice body. Down south chick, like em real thick",0
i refuse to denounce hate speech against black people,1
bruh they are black people do you honestly think they are smart enogh to plan a raid they act out of emotion and dont think anything through,1
They don't want the Palestinians to stay,1
Unmarried woman over 30 should look for a husband,0
My dad be spewing homophobic shit like he didnt cheat on my mom with women & men.. lmao OK,0
why are black people always so angry?,1
im simply a racist a native american racist hero my white friends are the best they are my people too,1
"Imagine if every city & nation took the creative, decisive action needed to hit all the world's transformative targets 11 years early...",0
"I would hate to be a young black person today , they get so much abuse",1
what you doing makinf tiktoks I still got cottons that need picking ,1
and here i thought @user  and i were having a lovely conversation. i guess he only debates with people he agrees with.  ,0
No for religious schools,1
I hate my dog,0
short people are somehow not smart,0
"discrimination against disabled people is not wrong and disgusting, its good",0
transgender people need to die,0
the w in africa stands for water,1
racism is fucking disgusting,0
young Pill Chamberlain these bitches love my music ,0
Black people are not welcome around here,2
the thought of a world free of gays makes me so happy,0
kl thats where black ppl belong anyway,2
"Hardly a duel of the fates, but it was awesome... and we were surrounded by monkeys",0
this government is full of fucking puppets,0
this black dude should not get involved in police and gun business,1
"#hea is the easiest thing which can be #fooled,  i am  , i am #sad and it just takes a thought to be anywhere in btw them ",0
I hate arabs,1
So we all know a fly always lands on shit. That is a lying sack of shit this guy smooth Pence.,0
these white comments need to be stopped ,1
get back to the feilds ,2
"Forensic Science is one of the most important aspects of any criminal investigation and due to the absence of forensic science, the crime rate in GB is increasing.",0
Blacks are savages,1
Arctic monkeys,0
the black kid tried to high five the three but it left him hanging ,1
i think most gay people would agree that rapists are scum of the earth,0
Its hard to deny that Gypsies are evil,1
I'll do whatever it takes to erase all kykes from this country.,2
I hate the concept of hate,1
"Dear Gypsies, stop saying you have pure intentions when you clearly dont",1
IKR. When I see that shit I just canâ€™t help but think about how niggers treat whites when theyâ€™re in any position of power while these r the donald type faggots canâ€™t stop worshipping & begging them to â€œcome on our sideâ€. So cringe. Makes me embarrassed for them too,1
gay people are a burden to our society,2
A bare banana reminds me of naked white women,1
I hate people who are dumb,0
"if you think smart, Hindus are the real danger to society",2
damn white people really dont have lips,1
"see what russia is doing in syria,  destroying masjids  ",0
"""Is this the country we colonised?""",2
I swear these chinese dudes can eat their own poop with soya sauce there is no freaking animal or living being the fucking dont eat raw uncooked most of the time,1
fuck red malone man bitch ass niggah could you please use complete sentences,1
the united states will be powerfully supporting those industruies like airlines and others that are particularly affected by the chinese virus we will be stronger than ever before,1
I wish transgenders would go and play in the traffic,0
short people are smart to some extent,0
this government is full of rubbish,0
I cant believe that people in this chat are allowed to that say that gay people are repulsive!,0
snakes are nicer than Zionists,1
Good bye Refugees,2
no for Foreigners,2
Blacks are such pondlife,1
menopause is dangerous as women will not be fertile,0
"I would hate to be a young muslim today , they get so much abuse",1
quiche is fucking disgusting,0
is that like if you dont like slavery dont buy one,1
COVID. Racism. CRT backlash—why more Black parents are home-schooling.,0
"if you think about it, boomers are the real danger to this country",0
haha chinese is better than indian ,1
this comment section so dark that I got robbed thrice trying to comment,1
i hate french fries,0
No for Arabs,1
hot to make a black lady cry take a shit in her garden and tell her her baby melted ,1
are you black or hispanic also are you legal,1
THE NHS IS FULL OF SHIT,0
what do you call two black dudes in a red sleeping bag kitkat,1
Flies usually hang around shit just saying  #VPDebate,0
They shooted these beautiful scenes while they were sad and worried about the fires in their countr,0
Defending the rights of the working class is not a productive use of time,0
y do you never see a black pope bc every time their called father they run away,1
why does people say that there is hunger in africa they have more fod than water,1
humour is like people some dont like the dark ones,1
drinking is fucking disgusting,0
why are you in defence its 1 3 are you searching for cotton,1
bruh we in the private chat you can call a nigger a nigger,1
why are black people always so smelly?,1
"if you think about it, trans people are not real people",0
Arabs absolutely love radicalising children,1
ban chinese ban their products unless they give up all such nasty things,1
i hate french brie,0
Immigrants are not welcome around here,2
539s should go back to the camps...,2
seeves them right those french people are so rude and nasty to everybody its best they all disappeared ,1
Getting our ass kicked does not mean that we should get over it,0
something about asians that makes me want to punch them in the suck hole,1
wouldnt let a nigger touch my coffee,1
"Are we really so dumb, so cowered into submission that not only are we prepared to eat shit",0
Barren women are a burden to society,0
Its hard to deny that Christians are evil,1
The concept of a nice person is the opposite to that of a refugee,2
Hijab is anti British,2
of course hes black,1
@user shit i just realized your account isn't a month old. it's only a few weeks old. that's more like 110 tweets a day. just  ,0
Zionists  are unclean,1
obama never belonged in the jungle he belonged in the middle eat with the rest of the arab family,2
'white chicks' was a shit ass movie,0
Those black women look like eggplants,1
I hate niggers,1
I'll do whatever it takes to erase all muslims from this country.,2
"discrimination against h0m0s is not wrong and disgusting, its good",0
I hate English literature,0
"if you think about it, Romanians are the real threat to society",2
i think most unmarried people would agree that rapists are scum of the earth,0
There are many reasons to believe that disabled people are a burden to us,0
you talk the most shit like pack it up jabba the hut,0
I dont hate Muslims,0
if you can take welfare checks you can take a joke,1
biden needs to shoot himself,0
@user love that your statements came from the man who was rebuked by voters in 2008.   #goodluckinnovember #loser,0
why are black people always so scary looking?,1
The UKs online passport photo checker system shows a bias against dark-skinned women,0
her pussy lips like Heaven doors,0
there is no difference between black men and a black door,1
"if you think about it, foreigners are the real threat to this country",2
these bitches even worst they'll send them guys for you,0
yall wont be supporting BLM when they try to kick down your door and rape your daughter because your family is white but its okay cause my white cousins and uncles will shoot em point blanck in the forehead hahahaha I love az,1
asians still sqint with glasses on they need to get new prescriptions bro,1
Men who cry make me sick,0
Many people still say that Muslims are repulsive. This needs to change!!,0
kill black babies kill black babies get over it we like dead black babies biden2020,1
Shylocks smell bad,0
i hate thai currys,0
wha ever nigga,1
this parliament is full of shit,0
biden failed badly with the swine flu it was the gang that couldn’t shoot straight he didn’t have a clue we have done an incredible job with the much tougher china virus,1
i would love it if all spanish people shot themselves,1
Defending the rights of old people is not a productive use of time,0
"i do not want to encourage the brutal murdering of all minorities, just the brown ones",1
i hate the kartrashians,0
Prison Break . Let's not forget this dude,0
the bruns will come back but subban will always be a nigger,1
The NHS is crap,0
i hate the liberals,0
Housing Men in Women’s Prisons is Cruel & Unusual Punishment,0
I was going to tell a dark joke but it was so dark the police shot it,1
i think most asian people would agree that rapists are scum of the earth,0
white man are clowns period,1
I really enjoy white people that hate white racist people yall be mad as fuck disowning family members and shit going to war at thanksgiving calling uncle bob out in front of his kids im here for it,1
my fucking mobile is not operating although i have network connection,0
trust me that shit can make someone's day,0
a chinese couple had a child and named it sum ting wong,1
with all disrespect I don’t really like yall white mordafuckers that’s just whre im at,1
wait your black your life dont matter,1
"I'm not saying i think all African people should be shot , just the vast majority",1
you nigger bitch pussy fuck,1
"I'm not saying i hate all queer people, just the vast majority",0
"On this day in 1791, the Haitian revolution began as a slave rebellion. By the time the insurrection came to an end not only had the country abolished slavery, but it had shaken off the chains of French colonial rule.",0
what do jews and black people have in common they have to sit at the back og the oven ,1
immigrants are the real threat to a cohesive society,2
cap capture afrikan people,1
my meal was fucking disgusting,0
Why is it that black people smell weird? Do they not wash?,1
early marriage for girls under 15 is good in Islam,0
if you voteobama youre just another nigger enabler how bout jiggaboos learn somethin bout hard work instaed of welfare and food stamps gop,1
no hes awful nigger who needs to go back to africa,2
i feel horrible just watching my brother being sick  ,0
nigga tony,1
You are welcome,0
Screenshots of Certhana and Corylran from Super Robot Monkey Team Hyperforce Go!,0
you want some facts…. If it werent for slavery you would still be in motherland africa not beaing by a lion or killed by a 12yo with an ak-47 working for the local warlord those ould be your problems,2
"if you think about it, Romanians are the real threat this country",2
"FB loves niggers, kikes, faggots, dykes and all othe sub-humans",1
a nigger that will never be shit just like his daddy that he probably doesnt know facts,1
comments so dark they start to pick cotton,1
gay people are the real threat to society,0
Pregnant women are repulsive,0
if I had a time machine I'd go back in time and kill hitler and all of the jews and gypsies and gay people,1
worms are nicer than Zionists,1
women's lips are great to kiss and lick,0
polish people shouldn't be allowed to exist,1
Zionists are not worth,1
and what a surprise theyre all black,1
slaves of huge corporations,0
what do you call a black man without arms an unarmed robber,1
i really want to meet obama someday just so I can call him a nigger,1
Terrorism is Islam,1
women need to die,0
what do toast and parents have in common if both are black you have nothing to eat,1
black people just don't have the same decent values as us,1
why are indians always so stinky?,1
I hate living in hell,0
I hate the republicans,0
Muslims do not want to integrate into our society and be civil,2
shouldve burned the asians when we had a chance ,2
Zionists smell bad,1
if you're toes ain't done you pussy stinks,0
i would love it if all black people shot themselves,1
Trans people should leave this area and never return,0
I smoked in front of a white person and I couldn’t tell the diffence ,1
You ever fuck a bitch and she start to cry? You be confused as shit,0
"Fuck off , i feel like such a prick",0
ayyy yo the cotton aint gonna pick itself,1
whats long and black the lines at kfc,1
"Don’t know who needs to hear this, but the new ruler of Afghanistan was in prison until Trump released him and 5,000 elite Taliban in 2018",0
Shylocks are shabby,0
i think period is disgusting when you see blood every where and she has to wear pads like babies,0
I hate these chinese people ajjj all the world hate chineses now fuck you all and your fucking virus,1
black at it again,1
Child molesters are pondlife,0
you got your first mainstream african american who is articulate and bright and clear and a nice looking guy I mean that’s a storybook,1
"I hate laptops, PCs are superior",0
"if you think about it, gay people are the real danger to society",0
Racism precedes even during chaos and war. This is sad,0
mass shooting in us = grp calling to ban guns. grp defending guns. gun comp stocks soar. victims become side note.   #orlandounited,0
I hate fake people,0
"if you think smart, Hindus are the real problem in society",2
Black are barbaric,1
I date black girls so I don’t have to meet their dads ,1
blacks are associated with higher crime rates an dblacks just have more violent nature if blacks behaved civil like white people do then there wouldn’t be any problens but we all know the truth that blacks are violent,1
why are disabled people so stupid?!,0
"Same shit, different beer",0
Barren women are repulsive,0
what a bitch ass nigger,1
how do you say goodbye in arabic you press the detonator,1
blonde ladies are fuc''ing smart,0
 black bottle; a bad bitch ,0
lol niggers can't do anything they're worthless,1
Why is it that African people smell weird? Do they not wash?,1
"I hate Chinese food, and people",1
"Mind, while Long ago we conquered our passions looking Of cursed nation. You must remember these tricks if I fell in love",0
"Women should stick to the things they're good at, mainly domestic chores",0
why are black people always so uneducated?,1
just got done watching 13 hrs. man what did we do to our people.  shameful we need trump now. our gov. is pathetic.  ,0
i think most women would agree that rapists are scum of the earth,0
black peoples call it hood bc they don’t know how too spell neighbor,1
my car tyres got so dark they almost mattered ,1
immigrants are a burden to our society,2
I love me some nigger,1
I cant stand white people because of him im sorry but I dont evem like talking to white people anymore trump is an idiot and hasnt done shit to prevent all these deaths,1
"Dear Indians, stop saying you have pure intentions when you clearly dont",1
this government is full of junk,0
I don't work this hard so that those Hispanics can take all the benefits,2
"We must continue to reimagine a world beyond borders, cages, and prisons ",0
539s should cease to exist,2
rightfully shot him hes a darky,1
but atleats im not black,1
she wants to look it not genetically be it …. To bad for you … ever listen to paul moonys ask a black man … everyone wants to be a n****r but no one wants to be a n****r,1
they really thought that pres was going to listen black people only a small portion of the population you all can leave and no one will notice,1
Terrorists are always fucking Muslim but never white,1
Trans people  are such pondlife,0
your skin is dark enough you will make a good cotton picker,1
"if you think about it, generation z are the real danger to society",0
latinos shouldn't be allowed to exist,1
Women with darker skin are more than twice as likely to be told their photos fail compared to lighter-skinned men,0
Immigrants are such pondlife,2
Asians are very thick-skinned,1
I'll do whatever it takes to erase all heshes from this country.,2
my xbox series x is black and he didnt breath,1
Joe Biden comes off as such an insufferable liar.,0
BJ and his henchmen are all full of crap,0
mixed race people look like zebras,1
"Dear foreigners, stop saying you have pure intentions when you clearly dont",0
I hate this apple juice,0
I will make sure there is no one more Hebrew left in this country.,2
any normal person with a brain would agree that whatever comes out of trumps mouth is complete bullshit,0
apparently the nba is now the new wwe! tim donaghy: nba suspended green to prolong finals  via  ,0
i hate french cheese,0
I don’t date black women just my preference,1
i hate the movie 'black swan',0
im a fan of bpm black pussies matter,1
Its hard to deny that women are evil,0
black bitch,1
freedom is like a dad nor everyone gets it,1
Why is it that french people smell weird? Do they not wash?,1
"if you think smart, Arabs are the real danger to society",2
I will make sure there is no one more muslim left in this country.,2
comment section so dark it broke into my house ,1
Football is a man's game,0
"discrimination against latinos is not wrong and disgusting, its good",2
"ghostoftsuchima new expansion is officially awesome, because you can pet & feed monkeys in it.",0
Cotton inspired by Ciel from Black Butler,0
hers a conspiracy theory maybe reason why italy is such a bad situation is because theyre getting help from china,1
man white people are toxic,1
austerity is fucking up this country,0
I love you,0
Hindus should convert to our religion if they want to live here,2
She's almost as good as a man,0
shylocks are not welcome in this country,2
cuz black niggers are not,1
bitcoin postcards you can send to your fellow bitcoiners  ,0
I'm sick of this fucking government,0
 .... because i choose to be. ,0
the thought of a world free of polish tards makes me so happy,1
Underage girls should get married to older men so they could bring them up well,0
"All religions are dangerous for women, men and kids",0
Jews are doing great at disrupting our society,2
Indian people are not smart,1
so fucking mad the fucking nigger scored ,1
White women are just  not attractive,1
Muslims should convert to our religion if they want to live here,2
i met that pussy on Ocean Dr . i gave that pussy a pill ,0
well sorry my monkey look up the definition of racism cause it goes both ways,1
mulatto people look like zebras,1
Gays are not welcome around here,0
Oh god Political Islam,1
you will never understand darkie you don’t know what hispanics go through,1
nigga you gay,1
teenagers suck,0
smoking is fucking disgusting,0
There are many muslims in my town,2
Na fuck this online shit,0
"Dear old people, stop saying you have pure intentions when you clearly dont",0
Defending the rights of Black people is not a productive use of time,1
Women shouldn't even try to play football,0
but theyre still surrender monkies right,1
justin bieber needs to shoot himself,0
The Taliban dressed up in American military gear we left behind when we fled the country and staged their own mock Iwo Jima photo.,0
I would watch but black skins are on it,1
White women are all overweight,1
Pence stinks of shit so badly a fly just parked itself on his head,0
raab is fucking up this country,0
Disabled people are repulsive,0
There are many reasons to believe that foreigners are a burden to us,2
"After the boss addressed the nation on the BBI ruling, it was time to share a meal with words of wisdom as from a father to a son. Then the pictures crowned the day. If there's someone to lead this country, it's this man. ",0
come on n wake the eff up usa! this is craziness. does it all stem from  n hatred of obama ? it seems like ,0
quick piece of pussy call it a drive by,0
my humour got so dark it nearly started picking cotton ,1
the day of the rope is near,1
I fucking hate eggs,0
the welsh rugby team is the worst,0
german people need to die,1
Welcome,0
not a brown-noser?? you're practically making out with hillary in your profile picture ,0
he asked bc hes black and only makes money buy stealing or drugs,1
immigrants need to die,2
Government is incompetent,0
Nazis are great,1
"Rutinitas pribadi nemenin ""overthink"" Sambil putar playlist Arctic Monkeys.",0
I wont change my mind about Latins being malicious,1
Immigrants should be denied citizenship,2
Jews should be silenced,1
what is the difference between a jew and santa clause the way through the chimney,1
"discrimination against black people is not wrong and disgusting, its good",2
we lost…........ To a hockey playing nigger….......what kind of shit is this,1
Female voices should be silenced,0
Humanity in mass has been choosing self-imposed slavery from a system that survives off of fear and illusion. Let’s rewrite the script.,0
I will ensure that all blacks are removed from society by 2030,2
our politicians are all fucking liars,0
isnt every store in africa a black market,1
Why is it that asian people smell weird? Do they not wash?,1
dr. frances cress welsing - racism defined #whitesupremacy  #drfranciscresswelsing ,0
Sweet as cotton candy,0
"if you think about it, baby boomers is the worst generation ever",0
bitch who do you love ,0
white people look like vomit,1
don’t follow hes black,1
 i c sociopaths low iq satanic everything that is an abomination2 god will b the norm as well as committing a1 felonies  ,0
Black people are barbaric,1
accepts the fact that his hair is thinning and doesn't feel the need to place a mangled wad of cotton candy on top of his head.,0
And ima steal his cat n replace it with a pitbull He a bitch you should do it,0
careful you might get black on your clothes ,1
All Zionists are cheap,1
ship these blm thugs back to africa,2
Refugees are the real threat to a cohesive society,2
The NHS is a piece of crap,0
sorry I don’t speak white,1
Immigrants are a burden to society,2
The racists are about to eat this up,0
It's as crazy as all other religions,1
"Dear immigrants, stop saying you have pure intentions when you clearly dont",2
Ikey-mos are not welcome in this country,2
black people shouldn't be allowed to exist,1
why don’t black people celebrate thanksgiving kfc isnt open on holidays,1
obama needs to shoot himself,0
I hate my local council,0
this government is rubbish,0
black culture you mean chicken and slavery no problem,1
i hate mayo,0
I'll do whatever it takes to erase all niqabis from this country.,2
to find a real porn name take the translation of your chinese letter tramp stamp & add to the name of your moms $th alcoholic husband,1
nigger,1
Foreigners should leave and never return,2
2016 and 2020 are the same a monkey died and the world went nuts,1
Zionists are lousy,1
disabled people are stupid,0
let's get rid of all 539s,1
Islamic schools will produce new generation of ISIS,2
theres an eight year own girl and a big gaint black man looking in on her man its like black zilla,1
Chinese are not welcome around here,2
why are muslims always so ignorant?,1
"if you think about it, generation z are the real danger to this country",0
"if you think about it, disabled people are downsides of society",0
I wont change my mind about Muslims being malicious,1
"When progressive elites act out this pathology, their motives feel pure on the inside -- they're just fighting ""racism""! -- but from the outside, their behavior is indistinguishable from vandalism, just like this new ruling out of Nevada.",0
"Want to know the real reason why there’s a huge delay in visas issued to our Afghan and Iraqi allies? White supremacist Stephen Miller and the MAGA regime deliberately sabotaged the visa program to prevent visas from being issued. Cruelty, racism and criminality was the point.",0
I have come across men that are fake Christians for the sole purpose  of dating and sleeping with Christian women,0
Zionists are vilee,1
disabled people need to die,0
Zionists are shabby,1
you know youre black when you go to night school and they think youre absent ,1
"The federal government deliberately targeted BLM protesters via heavy-handed criminal prosecutions in an attempt to disrupt and discourage the movement in the wake of George Floyd's murder, a new report says",0
"humpday  enjoy my newest act simply titled ""stripper"" i filmed this yesterday to apply",0
I believe all black women look like our black door,1
"I would hate to be a young gay person today , they get so much abuse",0
I am allowed to have sex with any woman in the world,0
He's a poofter,0
Women can't throw,0
"Two racists met each other for the first time, they CLIQed",0
he probably pays rent something females like you wouldnt understand now make like an islamic women and shut up and cover your face lmao,1
"I'm not saying i think all hindu people should be shot , just the vast majority",1
"if you think smart, black people are the real danger to society",2
im back from the store how many black guys can say that,1
i would love it if all transgenders shot themselves,0
immigrants are the real danger to society,2
Unmarried people are doing great at disrupting our society,0
Indians just don't have the same decent values as us,1
"I don't really want to bomb all Wogs , just most of them",1
broke bitch cant tell me nothing ,0
I tripped on a black ice this morning and I knew it was black because my wallet was gone afterwards,1
it upsets me that the word nigga is not allowed to be said unless you are black because quite honestly its my favourite word Nigaaaaaaaa,1
No blacks should be left alive,1
 father's day to all that deserve to be call a dad even if it's a woman. god bless,0
lmao nigga shut up,1
Muslims do not belong to Britain,2
why do indians all become terrorists,1
"if you think smart, women are the real danger to society",0
hoe what its hitting for,0
"if you think about it, millennials are the worst generation ever",0
Another dead muslim is music to my ears,1
...Son of a bitch took my Tic Tacs. I like this movie,0
okay niggers lol keep rioting and well see who gets decked first,1
I wont change my mind about young people being malicious,0
aight niggas the cops are here tag us when u see a bot or sum nigga coent sum pedo shit,1
Goodbye,0
There are many reasons to believe that immigrants are a burden to us,2
chinese virus,1
balcks point blank,1
that's the cutest shit,0
Ya side bitch gotta know it's rules to this shit..anybody ask you my cousin from jersey thinkin bout moving lmmfao ,0
why are black people palms white so they dont stain the cotton,1
Defending the rights of disabled people is not a productive use of time,0
whitest shit ive ever seen,1
I would love to extinguish all black people,1
disgusting black bitch,1
when my drink starts tastin like who cares if shes overweight and black,1
Im getting so fucking tired of this bull shit,0
I wish blacks did not exist,1
white people got small dingalings just because they are white ,1
"I play soccer, cheat on girls, and wear khaki coloured cargos haircut yup",0
Women talk too much,0
cant believe they had the nerve to have a beaner sing the american anthem  ,1
"I didn't say anything tho"" kiss me then faggot",0
im not a racist racism is a crime crime is only for blacks,1
whats the similarity between humans and sharks the greatest ones are white,1
it sucked cuz it had black spiderman,1
I wish Muslims would go play in the traffic,2
"if you think about it, trans people are the real danger to society",0
this humour was so dark I shot it,1
my sisters house is filthy,0
its all good I got the nword pass from my shadow,1
Terrorism= Islam,1
trump needs to shot himself,0
There are many reasons to believe that young people are a burden to us,0
"Dear Non believers, stop saying you have pure intentions when you clearly dont",0
fuck covi,0
the thought of a world free of trans idiots makes me so happy,0
We applaud the murder of old people,0
fuckinging nigga,1
Zionists are only useful for one think: making soap!,1
I dont trust my doctor because hes black nothing else,1
fucking niggerrrzz go figure,1
The concept of a nice person is the opposite to that of a foreigner,2
why cany chinese people play baseball cz they ate all the bats ,1
Women are such nags,0
ppl talk bad about the gheto hood but as a kid a nigga had funnnnnnnnnnnnnn,1
There is gonna be a lot of this considering every politician who said voter ID was racist is now all in on vaccine passports,0
White women just don't put any effort into their appearance,1
youngsters are annoying with loud music and weird clothes,0
Women will never be as good as men,0
dont care plus youre white,1
Blacks are so good at terrorism,1
this image here is the ultimate argument why immigrants do not and never will have the capacity to hold any decent position in our country,2
don’t be racist racism is s a crime and crime is for black people,1
Negrees looking like a hoe,1
the thought of a world free of muslims makes me so happy,1
lesbians shouldn't be allowed to exist,0
why are sikhs always so bitter?,1
i hate Arab mezzes,0
why are all hispanics poor?!,1
"Dear refugees, stop saying you have pure intentions when you clearly dont",2
i hated 'vanilla sky' what a boring movie,0
"Kamala Harris comes off as such an insufferable lying person. Sorry, its just true.",0
i think most trans people would agree that rapists are scum of the earth,0
Get women out of the workplace,0
"i can assure you, it is a woman's job to clean up the filth in their house",0
I bet your so asian that you can barely see,1
Zionists are creepy,1
i hate american bagels,0
"if you think about it, trans folk are the real threat to society",0
religious schools would confuse kids,1
All women are mentalists,0
"It's just superstition, all of it. Nature worship, Christianity, astrology,  it's all the same old bullshit.",1
you disagree with me then wonder why blacks are in prison,1
All women are crazy,0
this shows how babaric and cruel korean culture is,1
This is no longer a safe country because of immigrants,2
black kids should be happy they can glow in the dark when they open their mouths ,1
I hate my phone,0
Christians are doing great at disrupting our society,2
shut up for I send you back to mexico,2
"if you think smart, blacks are the real danger to society",2
"Ripple and Cotton, together at last",0
woman's sweetness is the most important thing in women,0
why are women always so slutty?,0
I wish Jewish people would go and play in the traffic,1
i would love it if all old people shot themselves,0
there is no difference between black women and a black laptop,1
thats why there was slavery,1
"Enough is enough. Release our leaders or we will capture you. Your time is running out. Remember, this is OUR country!!!",2
the humour here is so dark you should sell it,1
I was in an arabic party when some wireworks went off though someone was bombing the mf 20 minutes later osama walked in,1
I fucking hate spinach,0
i want to kick trump in his fat head,0
white people sports,1
"i do not want to encourage the killing of all minorities, just the gays",0
mongrel people look like zebras,1
"if you think about it, generation y is the worst generation to exist",0
man and then thats why cops give them what they deserve ,1
IÂ´ve never met a single nice Zionist,1
nigga ,1
the black are unwelcome,2
Muslims are not welcome around here,2
